"","TractNumber","Date","AreaCode.x","BlockCode.x","BidOrder","Bid","nCompany","CompanyCode","ShareinBid","SaleDate","AreaCode.y","BlockCode.y","BlockPortion","StateCode","Acreage","PresaleValue","Type","Royalty","NumberOfBid","Reject","Reoffer","SameAs","PreviousTract","InitialTerm","HighBid","FirstSqud","Termniation","DrillingLag","ProductionLag","NumOfWell","NumOfYear_CruOilCon","NumOfYear_GasOil","ProdSpan_CruOilCon","ProdSpan_Gas","AveAnnualProd_Oil","AveAnnualPro_Gas","YearOfMaxProd_Oil","MaxAnnualPro_Oil","YearOfMaxProd_Gas","MaxAnnualPro_Gas","PredictSum_Oil","PredictSum_Gas","PredictRev","DrillCost","lbid","lvalue","lcost","Date1","BlockCode"
"2924","1702",1970-12-15,"EI","0306","12","3966349.","1","8","100.0",701215,"EI","306","A",17,5000,10266389,1,6,13,0,0,0,0,0,47679837,711201,0,1,2.08,43,17,17,17,17,544784.2,31020028.2,75,954489,78,66645851,5849892.7,320864848.5,177703303.7,40587680.5,15.1933565821731,16.1443860108606,17.5189751672034,1970-12-15,"0306"
"2925","1702",1970-12-15,"EI","0306","13","79239.","1","801","100.0",701215,"EI","306","A",17,5000,10266389,1,6,13,0,0,0,0,0,47679837,711201,0,1,2.08,43,17,17,17,17,544784.2,31020028.2,75,954489,78,66645851,5849892.7,320864848.5,177703303.7,40587680.5,11.2802238808439,16.1443860108606,17.5189751672034,1970-12-15,"0306"
"2926","1702",1970-12-15,"EI","0306","11","4547961.","3","7","25.0 30 50.0 91 25.0",701215,"EI","306","A",17,5000,10266389,1,6,13,0,0,0,0,0,47679837,711201,0,1,2.08,43,17,17,17,17,544784.2,31020028.2,75,954489,78,66645851,5849892.7,320864848.5,177703303.7,40587680.5,15.3301895586179,16.1443860108606,17.5189751672034,1970-12-15,"0306"
"2927","1703",1970-12-15,"EI","0307","7","22640.","1","801","100.0",701215,"EI","307","P",17,2500,3139436,1,6,7,0,0,0,0,0,7256961,720208,0,1.17,6.33,14,13,13,13,13,17431.3,5424032.6,87,55590,88,10186138,157371.7,41839216.1,18620806.1,11839877.4,10.0274735323171,14.9595540424453,16.2869839170971,1970-12-15,"0307"
"2928","1703",1970-12-15,"EI","0307","5","290693.","2","18","50.0 22 50.0",701215,"EI","307","P",17,2500,3139436,1,6,7,0,0,0,0,0,7256961,720208,0,1.17,6.33,14,13,13,13,13,17431.3,5424032.6,87,55590,88,10186138,157371.7,41839216.1,18620806.1,11839877.4,12.5800230064497,14.9595540424453,16.2869839170971,1970-12-15,"0307"
"2929","1703",1970-12-15,"EI","0307","6","228264.","1","5","100.0",701215,"EI","307","P",17,2500,3139436,1,6,7,0,0,0,0,0,7256961,720208,0,1.17,6.33,14,13,13,13,13,17431.3,5424032.6,87,55590,88,10186138,157371.7,41839216.1,18620806.1,11839877.4,12.3382581328303,14.9595540424453,16.2869839170971,1970-12-15,"0307"
"2930","1703",1970-12-15,"EI","0307","1","7256961.","1","30","100.0",701215,"EI","307","P",17,2500,3139436,1,6,7,0,0,0,0,0,7256961,720208,0,1.17,6.33,14,13,13,13,13,17431.3,5424032.6,87,55590,88,10186138,157371.7,41839216.1,18620806.1,11839877.4,15.7974717041243,14.9595540424453,16.2869839170971,1970-12-15,"0307"
"2931","1703",1970-12-15,"EI","0307","2","2354521.","1","9","100.0",701215,"EI","307","P",17,2500,3139436,1,6,7,0,0,0,0,0,7256961,720208,0,1.17,6.33,14,13,13,13,13,17431.3,5424032.6,87,55590,88,10186138,157371.7,41839216.1,18620806.1,11839877.4,14.6718478677171,14.9595540424453,16.2869839170971,1970-12-15,"0307"
"2932","1703",1970-12-15,"EI","0307","3","2031567.","6","4","25.0 19 29.0 168 24.0 252 11.0 133 4.0 134 7.0",701215,"EI","307","P",17,2500,3139436,1,6,7,0,0,0,0,0,7256961,720208,0,1.17,6.33,14,13,13,13,13,17431.3,5424032.6,87,55590,88,10186138,157371.7,41839216.1,18620806.1,11839877.4,14.5243179744223,14.9595540424453,16.2869839170971,1970-12-15,"0307"
"2933","1703",1970-12-15,"EI","0307","4","815026.","1","233","100.0",701215,"EI","307","P",17,2500,3139436,1,6,7,0,0,0,0,0,7256961,720208,0,1.17,6.33,14,13,13,13,13,17431.3,5424032.6,87,55590,88,10186138,157371.7,41839216.1,18620806.1,11839877.4,13.6109752935546,14.9595540424453,16.2869839170971,1970-12-15,"0307"
"2934","1704",1970-12-15,"EI","0314","4","601988.","2","22","50.0 18 50.0",701215,"EI","314","P",17,2500,2346370,1,6,5,0,0,0,0,0,5029618,710805,0,0.67,2.33,56,18,18,18,18,3014597.7,16344388.3,77,5307162,78,31552747,32928687,182906110,320600952.1,32981323.2,13.3079927905375,14.66838043721,17.3114520258967,1970-12-15,"0314"
"2935","1704",1970-12-15,"EI","0314","1","5029618.","1","5","100.0",701215,"EI","314","P",17,2500,2346370,1,6,5,0,0,0,0,0,5029618,710805,0,0.67,2.33,56,18,18,18,18,3014597.7,16344388.3,77,5307162,78,31552747,32928687,182906110,320600952.1,32981323.2,15.430854594858,14.66838043721,17.3114520258967,1970-12-15,"0314"
"2936","1704",1970-12-15,"EI","0314","2","2689587.","1","3","100.0",701215,"EI","314","P",17,2500,2346370,1,6,5,0,0,0,0,0,5029618,710805,0,0.67,2.33,56,18,18,18,18,3014597.7,16344388.3,77,5307162,78,31552747,32928687,182906110,320600952.1,32981323.2,14.8048982081923,14.66838043721,17.3114520258967,1970-12-15,"0314"
"2937","1704",1970-12-15,"EI","0314","3","1165941.","1","9","100.0",701215,"EI","314","P",17,2500,2346370,1,6,5,0,0,0,0,0,5029618,710805,0,0.67,2.33,56,18,18,18,18,3014597.7,16344388.3,77,5307162,78,31552747,32928687,182906110,320600952.1,32981323.2,13.9690390442693,14.66838043721,17.3114520258967,1970-12-15,"0314"
"2938","1704",1970-12-15,"EI","0314","5","56599.","1","801","100.0",701215,"EI","314","P",17,2500,2346370,1,6,5,0,0,0,0,0,5029618,710805,0,0.67,2.33,56,18,18,18,18,3014597.7,16344388.3,77,5307162,78,31552747,32928687,182906110,320600952.1,32981323.2,10.9437465961907,14.66838043721,17.3114520258967,1970-12-15,"0314"
"2939","1705",1970-12-15,"EI","0315","2","1041423.","1","233","100.0",701215,"EI","315","P",17,2500,4185613,1,6,6,0,0,0,0,0,1157111,790704,0,8.58,4.67,13,7,7,7,7,204387.1,1597510.3,85,471770,89,5025141,802161,8682003.1,9526114.9,14639818.4,13.856098605121,15.2471639656006,16.4992557303558,1970-12-15,"0315"
"2940","1705",1970-12-15,"EI","0315","3","601988.","2","18","50.0 22 50.0",701215,"EI","315","P",17,2500,4185613,1,6,6,0,0,0,0,0,1157111,790704,0,8.58,4.67,13,7,7,7,7,204387.1,1597510.3,85,471770,89,5025141,802161,8682003.1,9526114.9,14639818.4,13.3079927905375,15.2471639656006,16.4992557303558,1970-12-15,"0315"
"2941","1705",1970-12-15,"EI","0315","1","1157111.","1","5","100.0",701215,"EI","315","P",17,2500,4185613,1,6,6,0,0,0,0,0,1157111,790704,0,8.58,4.67,13,7,7,7,7,204387.1,1597510.3,85,471770,89,5025141,802161,8682003.1,9526114.9,14639818.4,13.9614369393442,15.2471639656006,16.4992557303558,1970-12-15,"0315"
"2942","1705",1970-12-15,"EI","0315","6","56599.","1","801","100.0",701215,"EI","315","P",17,2500,4185613,1,6,6,0,0,0,0,0,1157111,790704,0,8.58,4.67,13,7,7,7,7,204387.1,1597510.3,85,471770,89,5025141,802161,8682003.1,9526114.9,14639818.4,10.9437465961907,15.2471639656006,16.4992557303558,1970-12-15,"0315"
"2943","1705",1970-12-15,"EI","0315","4","233018.","1","30","100.0",701215,"EI","315","P",17,2500,4185613,1,6,6,0,0,0,0,0,1157111,790704,0,8.58,4.67,13,7,7,7,7,204387.1,1597510.3,85,471770,89,5025141,802161,8682003.1,9526114.9,14639818.4,12.3588709827828,15.2471639656006,16.4992557303558,1970-12-15,"0315"
"2944","1705",1970-12-15,"EI","0315","5","203757.","1","9","100.0",701215,"EI","315","P",17,2500,4185613,1,6,6,0,0,0,0,0,1157111,790704,0,8.58,4.67,13,7,7,7,7,204387.1,1597510.3,85,471770,89,5025141,802161,8682003.1,9526114.9,14639818.4,12.2246833863412,15.2471639656006,16.4992557303558,1970-12-15,"0315"
"2945","1706",1970-12-15,"EI","0322","2","1592917.","1","30","100.0",701215,"EI","322","A",17,5000,227687,1,6,4,0,0,0,0,0,2732150,720418,0,1.33,8,9,10,11,10,11,5864.9,6351393.5,81,31735,87,11331422,32927.7,37700588.1,15944504.6,8701569.2,14.2810774845844,12.3357315497408,15.9790140500984,1970-12-15,"0322"
"2946","1706",1970-12-15,"EI","0322","1","2732150.","1","2","100.0",701215,"EI","322","A",17,5000,227687,1,6,4,0,0,0,0,0,2732150,720418,0,1.33,8,9,10,11,10,11,5864.9,6351393.5,81,31735,87,11331422,32927.7,37700588.1,15944504.6,8701569.2,14.8205994029972,12.3357315497408,15.9790140500984,1970-12-15,"0322"
"2947","1706",1970-12-15,"EI","0322","3","626665.","2","18","50.0 22 50.0",701215,"EI","322","A",17,5000,227687,1,6,4,0,0,0,0,0,2732150,720418,0,1.33,8,9,10,11,10,11,5864.9,6351393.5,81,31735,87,11331422,32927.7,37700588.1,15944504.6,8701569.2,13.34816738656,12.3357315497408,15.9790140500984,1970-12-15,"0322"
"2948","1706",1970-12-15,"EI","0322","4","56599.","1","801","100.0",701215,"EI","322","A",17,5000,227687,1,6,4,0,0,0,0,0,2732150,720418,0,1.33,8,9,10,11,10,11,5864.9,6351393.5,81,31735,87,11331422,32927.7,37700588.1,15944504.6,8701569.2,10.9437465961907,12.3357315497408,15.9790140500984,1970-12-15,"0322"
"2949","1707",1970-12-15,"EI","0323","2","626665.","2","22","50.0 18 50.0",701215,"EI","323","A",17,5000,1897200,1,6,5,0,0,0,0,0,2052961,780429,-1,7.33,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1329760.1,13.34816738656,14.455890200078,14.1005098600035,1970-12-15,"0323"
"2950","1707",1970-12-15,"EI","0323","1","2052961.","1","2","100.0",701215,"EI","323","A",17,5000,1897200,1,6,5,0,0,0,0,0,2052961,780429,-1,7.33,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1329760.1,14.5347936992303,14.455890200078,14.1005098600035,1970-12-15,"0323"
"2951","1707",1970-12-15,"EI","0323","5","11320.","1","801","100.0",701215,"EI","323","A",17,5000,1897200,1,6,5,0,0,0,0,0,2052961,780429,-1,7.33,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1329760.1,9.33432635175717,14.455890200078,14.1005098600035,1970-12-15,"0323"
"2952","1707",1970-12-15,"EI","0323","3","243036.","1","30","100.0",701215,"EI","323","A",17,5000,1897200,1,6,5,0,0,0,0,0,2052961,780429,-1,7.33,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1329760.1,12.400964859498,14.455890200078,14.1005098600035,1970-12-15,"0323"
"2953","1707",1970-12-15,"EI","0323","4","148629.","1","234","100.0",701215,"EI","323","A",17,5000,1897200,1,6,5,0,0,0,0,0,2052961,780429,-1,7.33,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1329760.1,11.9092085470035,14.455890200078,14.1005098600035,1970-12-15,"0323"
"2954","1708",1970-12-15,"EI","0330","6","19735412.","6","4","25.0 19 29.0 168 24.0 252 11.0 133 4.0 134 7.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,16.7979251434763,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2955","1708",1970-12-15,"EI","0330","5","22662262.","1","24","100.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,16.9362116320596,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2956","1708",1970-12-15,"EI","0330","10","7999484.","2","123","90.0 159 10.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,15.8948875975639,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2957","1708",1970-12-15,"EI","0330","7","18124263.","3","7","34.0 30 33.0 91 33.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,16.7127620958093,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2958","1708",1970-12-15,"EI","0330","8","17353270.","1","20","100.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,16.6692915192209,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2959","1708",1970-12-15,"EI","0330","9","14217683.","1","9","100.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,16.4699970295415,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2960","1708",1970-12-15,"EI","0330","1","64024125.","4","21","65.0 16 25.0 233 5.0 186 5.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,17.97477052342,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2961","1708",1970-12-15,"EI","0330","2","31441907.","1","3","100.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,17.2636521789021,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2962","1708",1970-12-15,"EI","0330","3","29046635.","1","5","100.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,17.1844131997852,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2963","1708",1970-12-15,"EI","0330","4","25608109.","1","30","100.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,17.0584196171051,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2964","1708",1970-12-15,"EI","0330","12","5665452.","1","8","100.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,15.5498972374343,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2965","1708",1970-12-15,"EI","0330","13","11320.","1","801","100.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,9.33432635175717,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2966","1708",1970-12-15,"EI","0330","11","6977079.","2","18","50.0 22 50.0",701215,"EI","330","A",17,5000,10887168,1,6,13,0,0,0,0,0,64024125,710214,0,0.17,2.08,92,18,18,18,18,6073094.6,31195997.9,75,14317084,78,46556102,72395830.6,335643748.9,676812105.3,47251310.1,15.7581409057754,16.2030954978438,17.6709909596672,1970-12-15,"0330"
"2967","1709",1970-12-15,"EI","0331","7","864381.","2","18","50.0 22 50.0",701215,"EI","331","A",17,5000,4628671,1,6,10,0,0,0,0,0,27593172,710210,0,0.17,1.58,68,19,19,19,19,3607844.8,17455151.5,76,8391314,77,45146307,46372959.4,210141332.4,430915530.8,67691980.2,13.6697689228087,15.3477805598662,18.0304782847815,1970-12-15,"0331"
"2968","1709",1970-12-15,"EI","0331","5","5938778.","3","21","61.0 233 31.0 186 8.0",701215,"EI","331","A",17,5000,4628671,1,6,10,0,0,0,0,0,27593172,710210,0,0.17,1.58,68,19,19,19,19,3607844.8,17455151.5,76,8391314,77,45146307,46372959.4,210141332.4,430915530.8,67691980.2,15.597013946269,15.3477805598662,18.0304782847815,1970-12-15,"0331"
"2969","1709",1970-12-15,"EI","0331","6","1199900.","1","9","100.0",701215,"EI","331","A",17,5000,4628671,1,6,10,0,0,0,0,0,27593172,710210,0,0.17,1.58,68,19,19,19,19,3607844.8,17455151.5,76,8391314,77,45146307,46372959.4,210141332.4,430915530.8,67691980.2,13.9977487779525,15.3477805598662,18.0304782847815,1970-12-15,"0331"
"2970","1709",1970-12-15,"EI","0331","1","27593172.","1","3","100.0",701215,"EI","331","A",17,5000,4628671,1,6,10,0,0,0,0,0,27593172,710210,0,0.17,1.58,68,19,19,19,19,3607844.8,17455151.5,76,8391314,77,45146307,46372959.4,210141332.4,430915530.8,67691980.2,17.1330789087768,15.3477805598662,18.0304782847815,1970-12-15,"0331"
"2971","1709",1970-12-15,"EI","0331","8","692772.","1","20","100.0",701215,"EI","331","A",17,5000,4628671,1,6,10,0,0,0,0,0,27593172,710210,0,0.17,1.58,68,19,19,19,19,3607844.8,17455151.5,76,8391314,77,45146307,46372959.4,210141332.4,430915530.8,67691980.2,13.4484562197092,15.3477805598662,18.0304782847815,1970-12-15,"0331"
"2972","1709",1970-12-15,"EI","0331","9","579235.","1","30","100.0",701215,"EI","331","A",17,5000,4628671,1,6,10,0,0,0,0,0,27593172,710210,0,0.17,1.58,68,19,19,19,19,3607844.8,17455151.5,76,8391314,77,45146307,46372959.4,210141332.4,430915530.8,67691980.2,13.2694635464047,15.3477805598662,18.0304782847815,1970-12-15,"0331"
"2973","1709",1970-12-15,"EI","0331","10","11320.","1","801","100.0",701215,"EI","331","A",17,5000,4628671,1,6,10,0,0,0,0,0,27593172,710210,0,0.17,1.58,68,19,19,19,19,3607844.8,17455151.5,76,8391314,77,45146307,46372959.4,210141332.4,430915530.8,67691980.2,9.33432635175717,15.3477805598662,18.0304782847815,1970-12-15,"0331"
"2974","1709",1970-12-15,"EI","0331","2","11444782.","1","5","100.0",701215,"EI","331","A",17,5000,4628671,1,6,10,0,0,0,0,0,27593172,710210,0,0.17,1.58,68,19,19,19,19,3607844.8,17455151.5,76,8391314,77,45146307,46372959.4,210141332.4,430915530.8,67691980.2,16.2530444635683,15.3477805598662,18.0304782847815,1970-12-15,"0331"
"2975","1709",1970-12-15,"EI","0331","3","9298998.","1","17","100.0",701215,"EI","331","A",17,5000,4628671,1,6,10,0,0,0,0,0,27593172,710210,0,0.17,1.58,68,19,19,19,19,3607844.8,17455151.5,76,8391314,77,45146307,46372959.4,210141332.4,430915530.8,67691980.2,16.0454172103834,15.3477805598662,18.0304782847815,1970-12-15,"0331"
"2976","1709",1970-12-15,"EI","0331","4","9236966.","3","24","25.0 23 50.0 22 25.0",701215,"EI","331","A",17,5000,4628671,1,6,10,0,0,0,0,0,27593172,710210,0,0.17,1.58,68,19,19,19,19,3607844.8,17455151.5,76,8391314,77,45146307,46372959.4,210141332.4,430915530.8,67691980.2,16.0387240347192,15.3477805598662,18.0304782847815,1970-12-15,"0331"
"2977","171",1955-07-12,"EI","0216","2","221245.","1","1","100.0",550712,"EI","216","P",17,2500,0,1,6,3,0,0,0,0,0,426923,600515,-1,4.83,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1644062.3,12.3070259637448,0,14.3126813575067,1955-07-12,"0216"
"2978","171",1955-07-12,"EI","0216","3","140521.","1","168","100.0",550712,"EI","216","P",17,2500,0,1,6,3,0,0,0,0,0,426923,600515,-1,4.83,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1644062.3,11.8531122227791,0,14.3126813575067,1955-07-12,"0216"
"2979","171",1955-07-12,"EI","0216","1","426923.","2","15","50.0 2 50.0",550712,"EI","216","P",17,2500,0,1,6,3,0,0,0,0,0,426923,600515,-1,4.83,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1644062.3,12.9643589480809,0,14.3126813575067,1955-07-12,"0216"
"2980","1710",1970-12-15,"EI","0335","1","3807532.","2","22","50.0 18 50.0",701215,"EI","335","A",17,5000,158025,1,6,6,0,0,0,0,0,3807532,720217,-1,1.17,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2453519.8,15.152491768181,11.9705148554331,14.7130346121611,1970-12-15,"0335"
"2981","1710",1970-12-15,"EI","0335","4","2511753.","1","17","100.0",701215,"EI","335","A",17,5000,158025,1,6,6,0,0,0,0,0,3807532,720217,-1,1.17,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2453519.8,14.7364914737102,11.9705148554331,14.7130346121611,1970-12-15,"0335"
"2982","1710",1970-12-15,"EI","0335","5","934677.","1","30","100.0",701215,"EI","335","A",17,5000,158025,1,6,6,0,0,0,0,0,3807532,720217,-1,1.17,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2453519.8,13.7479562940422,11.9705148554331,14.7130346121611,1970-12-15,"0335"
"2983","1710",1970-12-15,"EI","0335","2","3433978.","3","6","33.0 2 34.0 176 33.0",701215,"EI","335","A",17,5000,158025,1,6,6,0,0,0,0,0,3807532,720217,-1,1.17,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2453519.8,15.049229913896,11.9705148554331,14.7130346121611,1970-12-15,"0335"
"2984","1710",1970-12-15,"EI","0335","3","2958999.","1","1","100.0",701215,"EI","335","A",17,5000,158025,1,6,6,0,0,0,0,0,3807532,720217,-1,1.17,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2453519.8,14.9003615934303,11.9705148554331,14.7130346121611,1970-12-15,"0335"
"2985","1710",1970-12-15,"EI","0335","6","11320.","1","801","100.0",701215,"EI","335","A",17,5000,158025,1,6,6,0,0,0,0,0,3807532,720217,-1,1.17,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2453519.8,9.33432635175717,11.9705148554331,14.7130346121611,1970-12-15,"0335"
"2986","1711",1970-12-15,"EI","0338","3","5433509.","3","7","33.0 30 33.0 91 34.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,15.5080957078746,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2987","1711",1970-12-15,"EI","0338","4","4697891.","1","1","100.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,15.3626242425696,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2988","1711",1970-12-15,"EI","0338","6","3529037.","2","21","67.0 233 33.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,15.076535587159,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2989","1711",1970-12-15,"EI","0338","7","1947008.","1","4","100.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,14.4818043932314,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2990","1711",1970-12-15,"EI","0338","8","1741327.","6","4","25.0 19 29.0 168 24.0 252 11.0 133 4.0 134 7.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,14.370158024204,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2991","1711",1970-12-15,"EI","0338","5","4573204.","3","24","25.0 23 50.0 22 25.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,15.3357246113106,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2992","1711",1970-12-15,"EI","0338","1","15284009.","1","17","100.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,16.5423176763998,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2993","1711",1970-12-15,"EI","0338","2","6413805.","1","3","100.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,15.673963256528,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2994","1711",1970-12-15,"EI","0338","11","1149753.","1","30","100.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,13.9550576946616,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2995","1711",1970-12-15,"EI","0338","12","1149187.","1","5","100.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,13.9545652938061,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2996","1711",1970-12-15,"EI","0338","9","1199900.","1","9","100.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,13.9977487779525,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2997","1711",1970-12-15,"EI","0338","10","1196164.","2","24","75.0 23 25.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,13.9946303278379,13.6781168590854,16.8919113617855,1970-12-15,"0338"
"2998","1711",1970-12-15,"EI","0338","13","434228.","2","18","50.0 22 50.0",701215,"EI","338","A",17,5000,871626,1,6,14,0,0,0,0,0,15284009,710421,0,0.33,1.75,35,18,18,18,18,1012676.5,3546180.4,75,2654453,77,7833968,12199919.8,41726223.8,107345511.3,21680229.4,12.981325020759,13.6781168590854,16.8919113617855,1970-12-15,"0338"
